,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,nDay,latestDay,nBasket,COUPON_DISC,dayWCoupRed,SALES_VALUE,RETAIL_DISC,COUPON_MATCH,distProdPDay,avgSalesPDay,avgCoupDiscPDay,avgRetlDiscPDay,coupRedPBask,frequency,recency,variety,monetary,redeemedCoup
531,25-34,A,15-24K,Homeowner,2 Adults Kids,3,1,1680,51,688,51,-37.230000000000004,21,2039.68,-567.01,-3.8000000000000003,786,39.99,-0.73,-11.12,0.41,0.07,42,15.41,1435.44,1
532,45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1686,86,711,86,-3.7,5,1313.76,-324.90999999999997,-0.3,583,15.28,-0.04,-3.78,0.06,0.12,19,6.78,985.15,1
533,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1689,111,710,111,-2.5,1,2711.79,-632.17,0.0,601,24.43,-0.02,-5.7,0.01,0.15,20,5.41,2077.12,1
534,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1692,123,710,123,-2.0,1,2017.18,-683.76,0.0,960,16.4,-0.02,-5.56,0.01,0.17,20,7.8,1331.42,1
535,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1693,147,710,147,-25.55,19,8354.55,-1224.44,-7.35,3019,56.83,-0.17,-8.33,0.13,0.2,20,20.54,7104.56,1
536,35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1694,166,711,166,-65.61,56,8055.47,-1558.44,-9.15,3170,48.53,-0.4,-9.39,0.34,0.23,19,19.1,6431.42,1
537,35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1695,140,710,140,-1.0,1,1174.56,-272.44,0.0,441,8.39,-0.01,-1.95,0.01,0.19,20,3.15,901.12,1
538,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1696,60,704,60,-5.75,2,2640.01,-263.86,0.0,885,44.0,-0.1,-4.4,0.03,0.08,26,14.75,2370.4,1
539,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,1707,389,709,389,-57.35,62,6580.49,-1004.17,-12.94,2362,16.92,-0.15,-2.58,0.16,0.53,21,6.07,5518.97,1
540,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1708,55,700,55,-5.35,5,3571.6,-1054.14,-2.45,1087,64.94,-0.1,-19.17,0.09,0.08,30,19.76,2512.11,1
541,25-34,A,35-49K,Unknown,2 Adults Kids,3,1,1709,76,707,76,-25.19,28,2141.64,-473.56,-7.0,808,28.18,-0.33,-6.23,0.37,0.1,23,10.63,1642.89,1
542,35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,1710,151,705,151,-37.39,21,11984.59,-2036.0900000000001,-1.65,3328,79.37,-0.25,-13.48,0.14,0.21,25,22.04,9911.11,1
543,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1720,139,704,139,-14.55,27,5755.6900000000005,-690.75,-9.13,1847,41.41,-0.1,-4.97,0.19,0.19,26,13.29,5050.39,1
544,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1722,171,708,171,-93.9,53,11229.710000000001,-3153.28,-15.77,3016,65.67,-0.55,-18.44,0.31,0.23,22,17.64,7982.53,1
545,55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,1726,138,711,138,-216.98999999999998,199,8131.91,-856.03,-36.35,2074,58.93,-1.57,-6.2,1.44,0.19,19,15.03,7058.89,1
546,19-24,U,250K+,Unknown,Single Female,1,None/Unknown,1740,270,709,270,-8.5,7,11938.2,-1389.63,0.0,3348,44.22,-0.03,-5.15,0.03,0.37,21,12.4,10540.07,1
547,45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,1745,121,705,121,0.0,0,2591.48,-520.07,0.0,956,21.42,0.0,-4.3,0.0,0.17,25,7.9,2071.41,0
548,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1748,203,709,203,-8.25,9,5161.78,-1098.65,-2.0,1644,25.43,-0.04,-5.41,0.04,0.28,21,8.1,4054.88,1
549,55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,1749,115,704,115,-13.4,17,4209.35,-479.39,-4.7,941,36.6,-0.12,-4.17,0.15,0.16,26,8.18,3716.56,1
550,25-34,A,15-24K,Renter,2 Adults Kids,4,2,1751,128,709,128,-49.01,33,4142.87,-1000.54,-4.4,1705,32.37,-0.38,-7.82,0.26,0.18,21,13.32,3093.32,1
551,45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,1753,279,711,279,-10.44,12,2964.05,-416.29,-0.5,1261,10.62,-0.04,-1.49,0.04,0.38,19,4.52,2537.32,1
552,35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1759,141,706,141,-6.0,3,4009.62,-1004.99,0.0,1857,28.44,-0.04,-7.13,0.02,0.19,24,13.17,2998.63,1
553,45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1762,275,711,275,-53.47,44,15360.14,-2674.38,-3.9,4436,55.86,-0.19,-9.73,0.16,0.38,19,16.13,12632.29,1
554,45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1764,103,707,103,-73.53,63,11412.2,-1502.24,-16.8,3028,110.8,-0.71,-14.58,0.61,0.14,23,29.4,9836.43,1
555,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1765,57,690,57,-1.0,1,2949.01,-649.27,0.0,1128,51.74,-0.02,-11.39,0.02,0.08,40,19.79,2298.74,1
556,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1775,169,711,169,-184.86,139,9485.14,-1690.91,-22.43,2565,56.13,-1.09,-10.01,0.82,0.23,19,15.18,7609.37,1
557,25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1778,201,710,201,-39.45,29,9336.3,-1127.03,-1.5,2833,46.45,-0.2,-5.61,0.14,0.28,20,14.09,8169.82,1
558,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1779,98,703,98,-10.0,11,3508.58,-1078.64,-3.75,1515,35.8,-0.1,-11.01,0.11,0.13,27,15.46,2419.94,1
559,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1785,73,710,73,-3.5,3,1555.7,-405.33,0.0,710,21.31,-0.05,-5.55,0.04,0.1,20,9.73,1146.87,1
560,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1788,133,710,133,-3.75,4,9072.28,-538.51,0.0,2538,68.21,-0.03,-4.05,0.03,0.18,20,19.08,8530.02,1
561,45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1791,125,709,125,-48.8,53,2970.1,-650.68,-10.2,1003,23.76,-0.39,-5.21,0.42,0.17,21,8.02,2270.62,1
562,45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1795,494,710,494,-202.89,152,9751.73,-2792.79,-27.1,4581,19.74,-0.41,-5.65,0.31,0.68,20,9.27,6756.05,1
563,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1796,51,704,51,-13.99,1,2601.06,-308.0,0.0,794,51.0,-0.27,-6.04,0.02,0.07,26,15.57,2279.07,1
564,65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown,1797,106,710,106,-38.2,61,5551.49,-1261.85,-17.1,1823,52.37,-0.36,-11.9,0.58,0.15,20,17.2,4251.44,1
565,35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1800,75,709,75,-7.09,4,3667.31,-445.38,-0.9,738,48.9,-0.09,-5.94,0.05,0.1,21,9.84,3214.84,1
566,45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1802,50,692,50,-5.94,3,4835.4400000000005,-573.9399999999999,-0.25,1264,96.71,-0.12,-11.48,0.06,0.07,38,25.28,4255.56,1
567,19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1803,205,711,205,-11.64,10,14420.9,-1248.62,-0.75,3065,70.35,-0.06,-6.09,0.05,0.28,19,14.95,13160.64,1
568,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1804,244,711,244,-45.54,36,10251.19,-1642.61,-2.7,2715,42.01,-0.19,-6.73,0.15,0.33,19,11.13,8563.04,1
569,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,1812,94,711,94,-6.0,2,1948.99,-360.58,0.0,694,20.73,-0.06,-3.84,0.02,0.13,19,7.38,1582.41,1
570,65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1814,50,705,50,-14.19,5,4107.85,-510.65,-1.2,1062,82.16,-0.28,-10.21,0.1,0.07,25,21.24,3583.01,1
571,45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1815,70,708,70,-12.0,10,4405.47,-746.8,-2.45,1231,62.94,-0.17,-10.67,0.14,0.1,22,17.59,3646.67,1
572,19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,1816,140,708,140,-59.46,43,3869.51,-593.92,-8.1,1300,27.64,-0.42,-4.24,0.31,0.19,22,9.29,3216.13,1
573,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1820,70,661,70,-1.4,2,4208.08,-441.08,0.0,1353,60.12,-0.02,-6.3,0.03,0.1,69,19.33,3765.6,1
574,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1822,166,711,166,-1.0,1,3516.44,-629.35,0.0,1445,21.18,-0.01,-3.79,0.01,0.23,19,8.7,2886.09,1
575,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1823,257,711,257,-220.83,207,12268.85,-2029.3,-32.15,3797,47.74,-0.86,-7.9,0.81,0.35,19,14.77,10018.72,1
576,65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1829,258,710,258,-12.35,10,6618.55,-930.11,-1.85,1726,25.65,-0.05,-3.61,0.04,0.35,20,6.69,5676.09,1
577,55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1831,144,701,144,-79.82000000000001,119,5562.06,-1003.97,-38.25,1641,38.63,-0.55,-6.97,0.83,0.2,29,11.4,4478.27,1
578,25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1833,78,711,78,-25.9,29,2991.81,-834.8,-6.800000000000001,1010,38.36,-0.33,-10.7,0.37,0.11,19,12.95,2131.11,1
579,45-54,U,125-149K,Homeowner,Unknown,5+,3+,1834,115,659,115,-11.25,10,3769.5,-758.72,-0.25,1251,32.78,-0.1,-6.6,0.09,0.16,71,10.88,2999.53,1
580,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1841,32,701,32,-5.15,10,2401.78,-300.72,-3.5500000000000003,763,75.06,-0.16,-9.4,0.31,0.04,29,23.84,2095.91,1
581,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1844,80,708,80,-16.34,9,1523.8,-97.6,0.0,466,19.05,-0.2,-1.22,0.11,0.11,22,5.82,1409.86,1
582,45-54,U,175-199K,Unknown,2 Adults Kids,3,1,1845,144,711,144,-15.29,13,12647.61,-1492.78,-2.2,4368,87.83,-0.11,-10.37,0.09,0.2,19,30.33,11139.54,1
583,45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,1847,94,709,94,-3.0,2,2678.71,-615.92,0.0,863,28.5,-0.03,-6.55,0.02,0.13,21,9.18,2059.79,1
584,45-54,A,75-99K,Homeowner,Unknown,3,1,1848,104,706,104,-10.35,10,10848.11,-752.58,-1.6,2838,104.31,-0.1,-7.24,0.1,0.14,24,27.29,10085.18,1
585,65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1850,191,706,191,-1.85,3,6882.11,-652.76,-0.85,1983,36.03,-0.01,-3.42,0.02,0.26,24,10.38,6227.5,1
586,25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,1858,64,703,64,-29.6,30,2860.07,-429.88,-4.550000000000001,935,44.69,-0.46,-6.72,0.47,0.09,27,14.61,2400.59,1
587,25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,1861,99,711,99,-10.25,5,1868.45,-429.23,-0.25,780,18.87,-0.1,-4.34,0.05,0.14,19,7.88,1428.97,1
588,45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,1864,139,710,139,-34.5,39,16941.58,-1481.47,-7.6,4159,121.88,-0.25,-10.66,0.28,0.19,20,29.92,15425.61,1
589,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1865,161,707,161,-4.35,6,6651.93,-531.99,-1.25,2316,41.32,-0.03,-3.3,0.04,0.22,23,14.39,6115.59,1
590,19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1869,108,711,108,-50.84,55,3630.62,-994.51,-12.6,1470,33.62,-0.47,-9.21,0.51,0.15,19,13.61,2585.27,1
591,35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1873,181,707,181,-9.0,6,5686.82,-915.03,0.0,1954,31.42,-0.05,-5.06,0.03,0.25,23,10.8,4762.79,1
592,65+,A,35-49K,Unknown,Single Male,2,None/Unknown,1879,247,708,247,-13.25,8,4861.95,-797.03,-1.15,2157,19.68,-0.05,-3.23,0.03,0.34,22,8.73,4051.67,1
593,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1892,201,711,201,-3.6,3,5532.21,-1284.1,-0.9,1925,27.52,-0.02,-6.39,0.01,0.28,19,9.58,4244.51,1
594,35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1894,41,658,41,-7.5,11,2335.47,-371.92,-2.65,743,56.96,-0.18,-9.07,0.27,0.06,72,18.12,1956.05,1
595,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1896,112,710,112,-1.0,1,3378.34,-622.53,0.0,1305,30.16,-0.01,-5.56,0.01,0.15,20,11.65,2754.81,1
596,25-34,A,25-34K,Homeowner,2 Adults Kids,3,1,1899,66,705,66,-65.34,90,11276.8,-1875.7,-20.9,3238,170.86,-0.99,-28.42,1.36,0.09,25,49.06,9335.76,1
597,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1901,315,711,315,-70.65,24,11462.24,-1773.42,-1.54,4020,36.39,-0.22,-5.63,0.08,0.43,19,12.76,9618.17,1
598,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1907,257,711,257,-80.75,63,8939.5,-1677.62,-13.05,3472,34.78,-0.31,-6.53,0.25,0.35,19,13.51,7181.13,1
599,35-44,A,50-74K,Unknown,Single Male,2,None/Unknown,1911,115,704,115,0.0,0,1601.27,-219.32,0.0,501,13.92,0.0,-1.91,0.0,0.16,26,4.36,1381.95,0
600,55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1914,141,711,141,0.0,0,4075.9500000000003,-287.21,0.0,1169,28.91,0.0,-2.04,0.0,0.19,19,8.29,3788.74,0
601,65+,U,15-24K,Unknown,Single Female,1,None/Unknown,1917,259,711,259,-38.44,26,6788.0,-1164.07,-1.15,2625,26.21,-0.15,-4.49,0.1,0.35,19,10.14,5585.49,1
602,35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,1919,73,710,73,-48.540000000000006,29,4154.95,-885.66,-2.6,1521,56.92,-0.66,-12.13,0.4,0.1,20,20.84,3220.75,1
603,55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1920,89,711,89,-6.640000000000001,4,1927.74,-180.67,-0.25,594,21.66,-0.07,-2.03,0.04,0.12,19,6.67,1740.43,1
604,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1921,94,647,94,-11.35,11,1460.1200000000001,-594.34,-2.75,502,15.53,-0.12,-6.32,0.12,0.13,83,5.34,854.43,1
605,19-24,B,35-49K,Renter,Single Female,1,None/Unknown,1923,141,706,141,-18.15,22,4870.31,-432.8,-6.15,1202,34.54,-0.13,-3.07,0.16,0.19,24,8.52,4419.36,1
606,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1926,63,701,63,-28.39,18,2145.71,-836.12,-5.8,532,34.06,-0.45,-13.27,0.29,0.09,29,8.44,1281.2,1
607,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,1927,70,691,70,-5.99,3,5097.28,-890.77,0.0,1587,72.82,-0.09,-12.73,0.04,0.1,39,22.67,4200.52,1
608,35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,1928,111,709,111,-29.64,31,2328.37,-588.04,-6.0,858,20.98,-0.27,-5.3,0.28,0.15,21,7.73,1710.69,1
609,35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,1929,57,705,57,-3.0,1,4395.83,-771.66,0.0,1808,77.12,-0.05,-13.54,0.02,0.08,25,31.72,3621.17,1
610,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1931,85,683,85,-2.8,2,2211.08,-638.62,-0.3,782,26.01,-0.03,-7.51,0.02,0.12,47,9.2,1569.66,1
611,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1935,147,711,147,-285.46,321,12371.26,-903.3,-55.13,2493,84.16,-1.94,-6.14,2.18,0.2,19,16.96,11182.5,1
612,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1937,134,704,134,-32.35,39,6742.44,-1082.42,-4.4,3016,50.32,-0.24,-8.08,0.29,0.18,26,22.51,5627.67,1
613,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1939,68,706,68,-0.55,2,3784.62,-683.53,-0.35,1123,55.66,-0.01,-10.05,0.03,0.09,24,16.51,3100.54,1
614,25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,1944,151,705,151,-81.94,74,10942.880000000001,-1277.46,-12.98,2940,72.47,-0.54,-8.46,0.49,0.21,25,19.47,9583.48,1
615,25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1946,48,699,48,0.0,0,3312.46,-597.59,0.0,1085,69.01,0.0,-12.45,0.0,0.07,31,22.6,2714.87,0
616,35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,1948,80,711,80,-19.880000000000003,22,1602.32,-285.14,-4.18,895,20.03,-0.25,-3.56,0.28,0.11,19,11.19,1297.3,1
617,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1949,45,706,45,0.0,0,1658.96,-350.64,0.0,546,36.87,0.0,-7.79,0.0,0.06,24,12.13,1308.32,0
618,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1953,96,706,96,-1.9,2,2722.81,-425.51,-0.4,850,28.36,-0.02,-4.43,0.02,0.13,24,8.85,2295.4,1
619,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1955,118,704,118,-36.2,47,7634.5,-1191.78,-12.65,2341,64.7,-0.31,-10.1,0.4,0.16,26,19.84,6406.52,1
620,65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1962,115,710,115,-9.25,10,3512.55,-354.25,-1.25,1129,30.54,-0.08,-3.08,0.09,0.16,20,9.82,3149.05,1
621,65+,U,Under 15K,Renter,Single Male,1,None/Unknown,1964,63,708,63,-23.65,8,1990.12,-422.12,0.0,969,31.59,-0.38,-6.7,0.13,0.09,22,15.38,1544.35,1
622,25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1965,142,708,142,-38.33,29,4142.69,-650.16,-3.1,1040,29.17,-0.27,-4.58,0.2,0.19,22,7.32,3454.2,1
623,35-44,B,75-99K,Renter,Single Male,1,None/Unknown,1975,285,710,285,-208.31,238,17548.27,-1625.6,-58.47,4021,61.57,-0.73,-5.7,0.84,0.39,20,14.11,15714.36,1
624,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1976,138,710,138,-7.74,8,3546.81,-525.92,-2.0,1376,25.7,-0.06,-3.81,0.06,0.19,20,9.97,3013.15,1
625,45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1979,94,708,94,-25.3,10,1146.67,-257.56,-1.1600000000000001,375,12.2,-0.27,-2.74,0.11,0.13,22,3.99,863.81,1
626,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1980,50,662,50,-4.4,5,4443.15,-853.7,-0.45,1317,88.86,-0.09,-17.07,0.1,0.07,68,26.34,3585.05,1
627,25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,1982,141,711,141,0.0,0,4213.85,-517.22,0.0,1638,29.89,0.0,-3.67,0.0,0.19,19,11.62,3696.63,0
628,25-34,U,50-74K,Unknown,Unknown,5+,3+,1985,141,711,141,-23.55,25,8605.36,-1193.53,-5.85,2577,61.03,-0.17,-8.46,0.18,0.19,19,18.28,7388.28,1
629,65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,1989,135,707,135,-36.65,39,3052.87,-660.52,-5.85,1371,22.61,-0.27,-4.89,0.29,0.18,23,10.16,2355.7,1
630,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1990,112,702,112,-82.39,94,4593.26,-756.25,-23.05,1342,41.01,-0.74,-6.75,0.84,0.15,28,11.98,3754.62,1
631,25-34,B,25-34K,Unknown,1 Adult Kids,3,2,1995,141,711,141,-25.6,20,15332.43,-2480.39,-1.9,4476,108.74,-0.18,-17.59,0.14,0.19,19,31.74,12826.44,1
632,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,1997,59,711,59,-4.8,5,4295.68,-481.84999999999997,-0.7,1253,72.81,-0.08,-8.17,0.08,0.08,19,21.24,3809.03,1
633,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2002,56,687,56,-1.0,1,2465.12,-671.14,0.0,948,44.02,-0.02,-11.98,0.02,0.08,43,16.93,1792.98,1
634,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2004,224,711,224,-182.28,227,10053.87,-1399.57,-52.09,3603,44.88,-0.81,-6.25,1.01,0.31,19,16.08,8472.02,1
635,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,2006,99,711,99,-60.6,69,4873.24,-1188.7,-17.6,1695,49.22,-0.61,-12.01,0.7,0.14,19,17.12,3623.94,1
636,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,2007,160,710,160,-71.99,40,8887.75,-1249.22,-6.3,2384,55.55,-0.45,-7.81,0.25,0.22,20,14.9,7566.54,1
637,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2011,102,710,102,-1.0,1,1367.34,-325.51,0.0,469,13.41,-0.01,-3.19,0.01,0.14,20,4.6,1040.83,1
638,45-54,A,25-34K,Renter,Single Male,2,None/Unknown,2012,226,705,226,-60.83,46,8535.06,-1908.31,-5.5,2948,37.77,-0.27,-8.44,0.2,0.31,25,13.04,6565.92,1
639,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,2013,81,616,81,-4.1,4,1182.47,-211.5,-0.9,519,14.6,-0.05,-2.61,0.05,0.11,114,6.41,966.87,1
640,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2017,154,711,154,-1.0,1,7106.62,-1261.55,0.0,2658,46.15,-0.01,-8.19,0.01,0.21,19,17.26,5844.07,1
641,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2018,118,708,118,-1.5,2,4038.15,-572.32,-0.5,1362,34.22,-0.01,-4.85,0.02,0.16,22,11.54,3464.33,1
642,35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,2020,214,705,214,-2.75,3,8458.210000000001,-1259.87,0.0,2762,39.52,-0.01,-5.89,0.01,0.29,25,12.91,7195.59,1
643,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2023,89,710,89,-11.879999999999999,6,1805.63,-493.7,0.0,440,20.29,-0.13,-5.55,0.07,0.12,20,4.94,1300.05,1
644,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2024,90,709,90,-60.339999999999996,47,4956.99,-574.4399999999999,-6.85,1244,55.08,-0.67,-6.38,0.52,0.12,21,13.82,4322.21,1
645,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2030,84,710,84,-21.14,28,2628.1,-450.93,-6.95,996,31.29,-0.25,-5.37,0.33,0.12,20,11.86,2156.03,1
646,25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,2040,240,699,240,-96.62,43,2968.51,-581.8100000000001,0.0,1438,12.37,-0.4,-2.42,0.18,0.33,31,5.99,2290.08,1
647,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,2041,126,710,126,-16.8,11,6406.99,-1052.28,-0.45,1570,50.85,-0.13,-8.35,0.09,0.17,20,12.46,5337.91,1
648,35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,2050,146,708,146,0.0,0,5193.22,-1014.3199999999999,0.0,1290,35.57,0.0,-6.95,0.0,0.2,22,8.84,4178.9,0
649,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2053,138,700,138,-3.0,2,3351.34,-625.0699999999999,-0.5,1269,24.29,-0.02,-4.53,0.01,0.19,30,9.2,2723.27,1
650,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2057,107,711,107,-12.54,11,3150.45,-709.07,-1.65,972,29.44,-0.12,-6.63,0.1,0.15,19,9.08,2428.84,1
651,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2058,150,711,150,-9.68,13,5970.57,-520.63,-4.0,1682,39.8,-0.06,-3.47,0.09,0.21,19,11.21,5440.26,1
652,25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2062,174,706,174,-21.380000000000003,20,5357.62,-1641.34,-8.95,2049,30.79,-0.12,-9.43,0.11,0.24,24,11.78,3694.9,1
653,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2063,79,706,79,-1.55,2,2591.43,-529.5600000000001,-0.45,972,32.8,-0.02,-6.7,0.03,0.11,24,12.3,2060.32,1
654,19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,2064,222,711,222,-5.75,5,5424.85,-584.7,-0.25,1700,24.44,-0.03,-2.63,0.02,0.3,19,7.66,4834.4,1
655,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,2068,101,696,101,-28.7,32,2561.4,-720.52,-4.35,1327,25.36,-0.28,-7.13,0.32,0.14,34,13.14,1812.18,1
656,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,2069,73,694,73,-2.3,3,2068.17,-301.64,-0.3,689,28.33,-0.03,-4.13,0.04,0.1,36,9.44,1764.23,1
657,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2070,363,710,363,-146.49,102,9210.42,-2206.18,-27.55,3160,25.37,-0.4,-6.08,0.28,0.5,20,8.71,6857.75,1
658,25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,2076,207,705,207,-39.4,35,8297.94,-1068.15,-3.99,2702,40.09,-0.19,-5.16,0.17,0.28,25,13.05,7190.39,1
659,45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,2082,157,711,157,-13.79,9,5082.41,-981.97,-0.45,1450,32.37,-0.09,-6.25,0.06,0.22,19,9.24,4086.65,1
660,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2084,112,705,112,-7.55,7,2937.9500000000003,-817.94,-1.45,958,26.23,-0.07,-7.3,0.06,0.15,25,8.55,2112.46,1
661,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2085,255,711,255,-36.339999999999996,30,12894.57,-2914.36,-4.35,3913,50.57,-0.14,-11.43,0.12,0.35,19,15.35,9943.87,1
662,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2086,374,710,374,-44.85,14,6269.54,-973.51,-0.65,1828,16.76,-0.12,-2.6,0.04,0.51,20,4.89,5251.18,1
663,45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,2087,200,704,200,-14.6,10,7832.74,-1818.86,-1.4,2591,39.16,-0.07,-9.09,0.05,0.27,26,12.96,5999.28,1
